estudiante_id,nombre,genero,programa_academico,edad,puntaje_saber11,promedio_acumulado,materias_reprobadas,departamento_origen,estrato_socioeconomico,tipo_colegio,ingreso_familiar,desertor
19665,Estudiante Real 18665,FEMENINO,MATEMÁTICAS,19,258.8996774873511,3.872491999686551,0,ANTIOQUIA,2,OFICIAL,1887143.74814771,0
19666,Estudiante Real 18666,MASCULINO,MATEMÁTICAS,26,287.9727129927452,3.5104263064566474,0,ANTIOQUIA,3,NO OFICIAL,-303509.728171484,0
19667,Estudiante Real 18667,MASCULINO,MATEMÁTICAS,27,279.4574011832881,3.680052473527851,0,ANTIOQUIA,1,NO OFICIAL,2154860.249755123,0
19668,Estudiante Real 18668,FEMENINO,MATEMÁTICAS,17,255.75553001346782,3.0046772433344064,1,ANTIOQUIA,1,OFICIAL,2369653.667513497,0
19669,Estudiante Real 18669,FEMENINO,MATEMÁTICAS,27,312.62316182176687,3.4698970759498478,1,ANTIOQUIA,1,NO OFICIAL,3960248.5956453886,0
19670,Estudiante Real 18670,FEMENINO,MATEMÁTICAS,22,312.24191646160966,3.2837457266634393,0,ANTIOQUIA,1,NO OFICIAL,1597412.5816451341,0
19671,Estudiante Real 18671,MASCULINO,MATEMÁTICAS,28,312.60246286643735,3.8417792938562068,0,ANTIOQUIA,2,OFICIAL,1988529.8839335002,0
19672,Estudiante Real 18672,MASCULINO,MATEMÁTICAS,23,324.24441502778444,4.341070406512022,0,ANTIOQUIA,1,NO OFICIAL,1881760.883312638,0
19673,Estudiante Real 18673,MASCULINO,MATEMÁTICAS,19,383.96654866851145,3.6458168829413937,0,ANTIOQUIA,3,NO OFICIAL,2761648.5490151737,0
19674,Estudiante Real 18674,MASCULINO,MATEMÁTICAS,19,201.39621588756734,4.227493284773963,0,ANTIOQUIA,2,NO OFICIAL,1831399.9594392823,0
19675,Estudiante Real 18675,MASCULINO,MATEMÁTICAS,26,312.98209077267603,3.303769841240989,0,ANTIOQUIA,2,OFICIAL,2089645.8329461524,0
19676,Estudiante Real 18676,MASCULINO,MATEMÁTICAS,20,416.4058440376401,4.221135874933541,0,ANTIOQUIA,2,OFICIAL,2583668.9245802485,0
19677,Estudiante Real 18677,MASCULINO,MATEMÁTICAS,26,277.2251144900227,3.0460730600939936,0,ANTIOQUIA,3,NO OFICIAL,2215637.2569877924,0
19678,Estudiante Real 18678,FEMENINO,MATEMÁTICAS,26,346.4830586440891,3.773278174930922,0,ANTIOQUIA,1,OFICIAL,1011331.8239895384,0
19679,Estudiante Real 18679,FEMENINO,MATEMÁTICAS,22,369.74567932938817,4.392346684587295,0,ANTIOQUIA,2,OFICIAL,2051772.0222295274,0
19680,Estudiante Real 18680,MASCULINO,MATEMÁTICAS,25,334.2760638057856,4.054701151327319,0,ANTIOQUIA,3,OFICIAL,2209011.869771252,0
19681,Estudiante Real 18681,MASCULINO,MATEMÁTICAS,21,253.2580044996297,3.563543343537402,0,ANTIOQUIA,2,OFICIAL,2741084.6322272145,0
19682,Estudiante Real 18682,FEMENINO,MATEMÁTICAS,18,341.7642283004452,2.707115180499362,0,ANTIOQUIA,4,OFICIAL,3234341.7495046942,0
19683,Estudiante Real 18683,FEMENINO,MATEMÁTICAS,18,333.59942991206344,4.017385246959593,1,ANTIOQUIA,4,NO OFICIAL,2932788.9856135137,0
19684,Estudiante Real 18684,MASCULINO,MATEMÁTICAS,27,329.8962375463448,3.071083354130235,0,ANTIOQUIA,3,NO OFICIAL,3146381.938757963,0
19685,Estudiante Real 18685,MASCULINO,MATEMÁTICAS,24,317.01889667749265,3.0622328729574733,1,ANTIOQUIA,2,NO OFICIAL,1578079.7619768928,0
19686,Estudiante Real 18686,MASCULINO,MEDICINA,27,290.2668100112162,3.6195112331974704,0,ANTIOQUIA,4,OFICIAL,1621335.1914960404,0
19687,Estudiante Real 18687,FEMENINO,MEDICINA,29,382.6195721957647,3.1798830329336285,1,ANTIOQUIA,3,OFICIAL,3609322.6957997577,0
19688,Estudiante Real 18688,MASCULINO,MEDICINA,29,270.8558593230924,3.897978426653385,1,ANTIOQUIA,2,NO OFICIAL,1891950.0838238301,0
19689,Estudiante Real 18689,FEMENINO,MEDICINA,21,376.8063684116443,3.6868185804184,1,ANTIOQUIA,1,NO OFICIAL,2308641.5935874865,0
19690,Estudiante Real 18690,MASCULINO,MEDICINA,20,301.37753452098246,3.808871058715593,2,ANTIOQUIA,2,OFICIAL,2962539.3391186465,1
19691,Estudiante Real 18691,MASCULINO,MEDICINA,17,212.0452379939382,3.1615015293509368,0,ANTIOQUIA,2,NO OFICIAL,1582325.4000842595,0
19692,Estudiante Real 18692,FEMENINO,MEDICINA,19,262.16076534029787,3.6754459994556816,0,ANTIOQUIA,1,OFICIAL,2897029.9695844934,0
19693,Estudiante Real 18693,FEMENINO,MEDICINA,17,324.2902817830459,3.5083761971901937,0,ANTIOQUIA,4,OFICIAL,2558727.8050769214,0
19694,Estudiante Real 18694,FEMENINO,MEDICINA,23,346.75656254305,3.6230299390484735,0,ANTIOQUIA,1,NO OFICIAL,2516002.269826276,0
19695,Estudiante Real 18695,FEMENINO,MEDICINA,21,364.97165874982585,3.8010159507467396,2,ANTIOQUIA,1,OFICIAL,2234267.689374035,1
19696,Estudiante Real 18696,FEMENINO,MEDICINA,27,327.20389784343683,4.368401546463923,0,ANTIOQUIA,1,NO OFICIAL,2002607.9430097642,0
19697,Estudiante Real 18697,MASCULINO,MEDICINA,29,334.6909739905627,3.611750711407271,0,ANTIOQUIA,1,OFICIAL,465538.3140028022,0
19698,Estudiante Real 18698,MASCULINO,MEDICINA,20,289.10776442602526,4.4142142159433355,0,ANTIOQUIA,2,NO OFICIAL,2232801.642154097,0
19699,Estudiante Real 18699,FEMENINO,MEDICINA,20,303.3175094962891,3.309381935893584,0,ANTIOQUIA,1,NO OFICIAL,4294088.72971002,0
19700,Estudiante Real 18700,FEMENINO,MEDICINA,28,272.026724151187,2.546200632394264,0,ANTIOQUIA,2,OFICIAL,1147910.2565821947,1
19701,Estudiante Real 18701,FEMENINO,MEDICINA,17,335.6810098669685,3.5924569751585964,0,ANTIOQUIA,3,NO OFICIAL,3870129.390335601,0
19702,Estudiante Real 18702,FEMENINO,MEDICINA,21,281.42642424804365,3.5815724374493527,1,ANTIOQUIA,1,OFICIAL,4242894.486654283,0
19703,Estudiante Real 18703,FEMENINO,MEDICINA,19,334.2282496185387,3.1801339275186304,1,ANTIOQUIA,2,OFICIAL,3081304.3706956245,0
19704,Estudiante Real 18704,MASCULINO,MEDICINA,24,273.09062335626743,3.887280656312711,0,ANTIOQUIA,2,NO OFICIAL,2541155.059814489,0
19705,Estudiante Real 18705,MASCULINO,MEDICINA,21,336.2291428023794,4.0876654871294695,0,ANTIOQUIA,3,NO OFICIAL,2253663.0657307506,0
19706,Estudiante Real 18706,MASCULINO,MEDICINA,28,345.64398296338624,2.919354117734687,0,ANTIOQUIA,1,NO OFICIAL,3485181.7638694504,1
19707,Estudiante Real 18707,MASCULINO,MEDICINA,26,300.7788333115992,3.2932514171628022,1,ANTIOQUIA,1,OFICIAL,2610849.1578851193,0
19708,Estudiante Real 18708,MASCULINO,MEDICINA,19,303.84382978461053,3.6558813588139927,0,ANTIOQUIA,3,NO OFICIAL,2165128.9658218566,0
19709,Estudiante Real 18709,FEMENINO,MEDICINA,27,288.4745364113762,3.8644843937130124,0,ANTIOQUIA,2,NO OFICIAL,3122628.9608358187,0
19710,Estudiante Real 18710,FEMENINO,MEDICINA,29,327.2852011977336,3.718012067337687,0,ANTIOQUIA,2,NO OFICIAL,3603980.03763793,0
19711,Estudiante Real 18711,FEMENINO,MEDICINA,21,337.38581160525956,3.684753870417845,0,ANTIOQUIA,2,NO OFICIAL,2383849.265473551,0
19712,Estudiante Real 18712,MASCULINO,MEDICINA,24,328.4145969374871,4.479602326442831,1,ANTIOQUIA,2,OFICIAL,2778104.6235412825,0
19713,Estudiante Real 18713,FEMENINO,MEDICINA,27,318.4424876436396,3.0710888483744463,0,ANTIOQUIA,2,OFICIAL,1165482.9206406816,0
19714,Estudiante Real 18714,MASCULINO,MEDICINA,27,332.02310549869,3.104834712956541,2,ANTIOQUIA,3,NO OFICIAL,1623083.3301018164,0
19715,Estudiante Real 18715,MASCULINO,MEDICINA,22,361.76826460541764,3.518843844081314,0,ANTIOQUIA,1,OFICIAL,2840581.351067027,0
19716,Estudiante Real 18716,FEMENINO,MEDICINA,18,310.53871681648417,4.000861788163249,0,ANTIOQUIA,3,OFICIAL,2695584.890512285,0
19717,Estudiante Real 18717,FEMENINO,MEDICINA,19,300.1358711513985,3.154687434920715,0,ANTIOQUIA,2,NO OFICIAL,2329195.768767678,0
19718,Estudiante Real 18718,MASCULINO,MEDICINA,26,359.9897954861185,3.865314352018278,0,ANTIOQUIA,1,OFICIAL,1341910.4525230844,0
19719,Estudiante Real 18719,MASCULINO,MEDICINA,19,244.59167461314632,3.3166758222616077,0,ANTIOQUIA,4,NO OFICIAL,3215336.5644548223,0
19720,Estudiante Real 18720,FEMENINO,MEDICINA,19,274.46459931502216,2.824860238179208,1,ANTIOQUIA,2,NO OFICIAL,2813462.1543140225,1
19721,Estudiante Real 18721,FEMENINO,MEDICINA,28,300.29102619070403,4.3292876531201125,0,ANTIOQUIA,2,OFICIAL,2839780.0799976285,0
19722,Estudiante Real 18722,MASCULINO,MEDICINA,17,261.79156342382595,2.992983311648372,1,ANTIOQUIA,3,NO OFICIAL,1755570.4804307949,0
19723,Estudiante Real 18723,MASCULINO,MEDICINA,19,280.5297481106865,3.7308285742108644,1,ANTIOQUIA,1,NO OFICIAL,3839283.5117240017,0
19724,Estudiante Real 18724,MASCULINO,MEDICINA,28,343.5344890061642,4.661191779073483,0,ANTIOQUIA,2,NO OFICIAL,2862088.2353425096,0
19725,Estudiante Real 18725,FEMENINO,MEDICINA,29,291.1901584172759,3.339158262766918,1,ANTIOQUIA,1,OFICIAL,1398102.3558500437,0
19726,Estudiante Real 18726,FEMENINO,MEDICINA,23,290.9174034842705,3.559156007923894,0,ANTIOQUIA,1,OFICIAL,3120857.6502261716,0
19727,Estudiante Real 18727,MASCULINO,MEDICINA,28,316.3668501252809,3.4830219544100345,1,ANTIOQUIA,2,OFICIAL,2535555.9498304925,0
19728,Estudiante Real 18728,FEMENINO,MEDICINA,19,330.2773851633731,3.660428033089057,1,ANTIOQUIA,2,NO OFICIAL,3102569.9595506135,0
19729,Estudiante Real 18729,MASCULINO,MEDICINA,29,313.5286085421149,3.0181037003466393,0,ANTIOQUIA,3,OFICIAL,3332147.8916195915,0
19730,Estudiante Real 18730,FEMENINO,MEDICINA,29,352.2046249272172,3.608265669804763,0,ANTIOQUIA,3,NO OFICIAL,2962361.134097226,0
19731,Estudiante Real 18731,MASCULINO,MEDICINA,24,291.0908392782898,3.527686226589591,0,ANTIOQUIA,1,NO OFICIAL,1256359.5503993356,0
19732,Estudiante Real 18732,MASCULINO,MEDICINA,23,232.0247446653149,4.014520416808736,0,ANTIOQUIA,3,NO OFICIAL,1824561.7199819316,0
19733,Estudiante Real 18733,MASCULINO,MEDICINA,29,367.73280913727655,2.6106238334805463,0,ANTIOQUIA,2,NO OFICIAL,2477885.050036313,0
19734,Estudiante Real 18734,MASCULINO,MEDICINA,18,294.62993312166753,3.417606682082072,1,ANTIOQUIA,3,OFICIAL,2143088.5755120493,0
19735,Estudiante Real 18735,MASCULINO,MEDICINA,17,256.86355895768975,4.504334755210801,0,ANTIOQUIA,4,NO OFICIAL,3557962.4042101614,0
19736,Estudiante Real 18736,FEMENINO,MEDICINA,24,319.1644355285198,3.856724547117757,1,ANTIOQUIA,1,NO OFICIAL,2091442.575552712,0
19737,Estudiante Real 18737,FEMENINO,MEDICINA,17,327.51059516881094,3.7012143443972936,0,ANTIOQUIA,2,OFICIAL,1081837.3437386227,0
19738,Estudiante Real 18738,FEMENINO,MEDICINA,21,356.6581161867701,3.5709637727257117,0,ANTIOQUIA,2,NO OFICIAL,3875979.9095135634,0
19739,Estudiante Real 18739,FEMENINO,MEDICINA,19,262.1349594250733,3.4448639053799193,0,ANTIOQUIA,3,NO OFICIAL,2032557.7411392883,0
19740,Estudiante Real 18740,FEMENINO,MEDICINA,27,313.7299014518465,3.5614787130485834,0,ANTIOQUIA,2,NO OFICIAL,2922102.6902889363,0
19741,Estudiante Real 18741,FEMENINO,MEDICINA,28,281.1798587676411,3.810187818103558,0,ANTIOQUIA,1,OFICIAL,1847100.041718587,0
19742,Estudiante Real 18742,MASCULINO,MEDICINA,17,312.8495534073549,3.2622951939332916,1,ANTIOQUIA,2,NO OFICIAL,2797888.756782796,0
19743,Estudiante Real 18743,FEMENINO,MEDICINA,18,301.4252081480692,3.14334161468363,0,ANTIOQUIA,2,OFICIAL,3402968.5321279103,0
19744,Estudiante Real 18744,MASCULINO,MEDICINA,17,330.5688927324071,4.04452854132112,1,ANTIOQUIA,2,OFICIAL,3068552.7629415845,0
19745,Estudiante Real 18745,MASCULINO,MEDICINA,28,312.1321255688039,3.978313962240555,1,ANTIOQUIA,2,OFICIAL,2336633.6657059123,0
19746,Estudiante Real 18746,FEMENINO,MEDICINA,28,340.54332618662943,3.607672739373097,0,ANTIOQUIA,1,NO OFICIAL,1985698.605277748,0
19747,Estudiante Real 18747,FEMENINO,MEDICINA,24,348.93863840518804,3.748641965678366,0,ANTIOQUIA,1,NO OFICIAL,1943503.0219572075,0
19748,Estudiante Real 18748,MASCULINO,MEDICINA,25,296.931354294688,3.164550045915042,1,ANTIOQUIA,3,NO OFICIAL,2501494.5654543624,0
19749,Estudiante Real 18749,MASCULINO,MEDICINA,20,369.7538714178094,3.9794158896374037,1,ANTIOQUIA,2,OFICIAL,1504066.7599573403,0
19750,Estudiante Real 18750,FEMENINO,MEDICINA,28,294.1131634140842,3.4783443293934364,1,ANTIOQUIA,3,NO OFICIAL,2899506.6872769943,0
19751,Estudiante Real 18751,FEMENINO,MEDICINA,22,260.10568770515516,3.74984795748112,0,ANTIOQUIA,2,NO OFICIAL,2744410.775915428,0
19752,Estudiante Real 18752,MASCULINO,MEDICINA,23,309.6314932162718,3.489901176012085,0,ANTIOQUIA,2,OFICIAL,4267056.098666151,0
19753,Estudiante Real 18753,MASCULINO,MEDICINA,24,284.2270401812924,3.5400752100421466,0,ANTIOQUIA,2,NO OFICIAL,1539157.1344859067,0
19754,Estudiante Real 18754,MASCULINO,MEDICINA,23,286.50547881800645,3.3334443897202237,0,ANTIOQUIA,3,OFICIAL,2291612.493752746,0
19755,Estudiante Real 18755,FEMENINO,MEDICINA,19,299.3315336297581,3.7577843161973576,0,ANTIOQUIA,1,NO OFICIAL,907699.1248383455,0
19756,Estudiante Real 18756,FEMENINO,MEDICINA,24,328.4934074556159,3.9465332326750424,0,ANTIOQUIA,2,NO OFICIAL,1783394.4189029227,0
19757,Estudiante Real 18757,FEMENINO,MEDICINA,26,378.92883099170166,4.256017554477843,0,ANTIOQUIA,3,NO OFICIAL,3179334.5796732157,0
19758,Estudiante Real 18758,MASCULINO,MEDICINA,18,335.19964353002365,3.938189887929749,0,ANTIOQUIA,2,OFICIAL,2926555.47243447,0
19759,Estudiante Real 18759,MASCULINO,MEDICINA,29,343.8591646551723,4.154832977508093,0,ANTIOQUIA,1,OFICIAL,1514886.1921739029,0
19760,Estudiante Real 18760,MASCULINO,MEDICINA,26,279.84088724317513,3.6083464628496955,0,ANTIOQUIA,3,NO OFICIAL,2126092.676757507,0
19761,Estudiante Real 18761,FEMENINO,MEDICINA,24,327.69204463965883,3.9951106595336996,1,ANTIOQUIA,2,NO OFICIAL,2356206.7623057393,0
19762,Estudiante Real 18762,MASCULINO,MEDICINA,19,308.82823620336296,3.1349381311507436,1,ANTIOQUIA,2,OFICIAL,848284.0838803867,0
19763,Estudiante Real 18763,MASCULINO,MEDICINA,19,363.662940427968,3.8472190068349987,0,ANTIOQUIA,3,NO OFICIAL,1751763.8353385085,0
19764,Estudiante Real 18764,MASCULINO,MEDICINA,28,312.54169926314216,3.37854726489047,2,ANTIOQUIA,1,NO OFICIAL,2443307.0956298676,0
19765,Estudiante Real 18765,MASCULINO,MEDICINA,17,335.90344776879954,3.985784757509537,0,ANTIOQUIA,2,NO OFICIAL,2066919.411686719,0
19766,Estudiante Real 18766,FEMENINO,MEDICINA,26,310.33055305160127,3.844207876088036,0,ANTIOQUIA,2,NO OFICIAL,2714663.945161084,0
19767,Estudiante Real 18767,MASCULINO,MEDICINA,19,261.1211034418518,3.7461079854988095,2,ANTIOQUIA,2,NO OFICIAL,2287252.452882574,1
19768,Estudiante Real 18768,FEMENINO,MEDICINA,25,306.1753878525542,3.3319847335020105,1,ANTIOQUIA,1,NO OFICIAL,2200136.7911362206,0
19769,Estudiante Real 18769,FEMENINO,MEDICINA,27,340.78075674633067,3.749712650601675,0,ANTIOQUIA,1,NO OFICIAL,1799641.238383008,0
19770,Estudiante Real 18770,FEMENINO,MEDICINA,27,270.8613276952791,3.135308519332687,0,ANTIOQUIA,2,OFICIAL,2269688.508058325,0
19771,Estudiante Real 18771,MASCULINO,MEDICINA,18,266.75353915369567,4.245906815483217,2,ANTIOQUIA,2,OFICIAL,3094097.658427572,0
19772,Estudiante Real 18772,FEMENINO,MEDICINA,20,326.9565228550046,3.570752721623126,0,ANTIOQUIA,2,OFICIAL,4707721.346746321,0
19773,Estudiante Real 18773,FEMENINO,MEDICINA,23,280.93846416487554,3.209774244587835,0,ANTIOQUIA,4,OFICIAL,2326413.002936269,0
19774,Estudiante Real 18774,FEMENINO,MEDICINA,24,298.5556853883545,3.4212541686991567,2,ANTIOQUIA,2,NO OFICIAL,2817781.1278431686,1
19775,Estudiante Real 18775,MASCULINO,MEDICINA,20,306.5756970250625,4.085846432755865,2,ANTIOQUIA,1,NO OFICIAL,1014697.8882219702,1
19776,Estudiante Real 18776,FEMENINO,MEDICINA,23,295.4833792124295,3.876056387710438,2,ANTIOQUIA,3,NO OFICIAL,3828751.0116589977,0
19777,Estudiante Real 18777,FEMENINO,MEDICINA,19,401.1067158716032,3.49517320688591,0,ANTIOQUIA,3,OFICIAL,2540887.4203648963,0
19778,Estudiante Real 18778,FEMENINO,MEDICINA,19,275.1497792934124,3.5774877165010897,0,ANTIOQUIA,1,OFICIAL,2102328.5411264272,0
19779,Estudiante Real 18779,MASCULINO,MEDICINA,24,327.818976347987,3.520316857180992,2,ANTIOQUIA,2,NO OFICIAL,3638054.447050992,1
19780,Estudiante Real 18780,MASCULINO,MEDICINA,28,331.59166560151306,3.652395781664606,0,ANTIOQUIA,1,NO OFICIAL,3880172.5062732697,0
19781,Estudiante Real 18781,MASCULINO,MEDICINA,26,276.401302197549,2.8598604139697996,1,ANTIOQUIA,1,OFICIAL,3159025.9345273045,1
19782,Estudiante Real 18782,MASCULINO,MEDICINA,27,347.42005697592526,3.6768341786699756,3,ANTIOQUIA,2,OFICIAL,2017475.1781839894,0
19783,Estudiante Real 18783,FEMENINO,MEDICINA,17,365.02308779139616,3.867399490885522,1,ANTIOQUIA,4,OFICIAL,1760278.750178689,0
19784,Estudiante Real 18784,MASCULINO,MEDICINA,26,264.54800858503467,4.625093178119687,0,ANTIOQUIA,3,NO OFICIAL,1857456.4858311713,0
19785,Estudiante Real 18785,MASCULINO,MEDICINA,22,305.37407407962223,4.264858953404527,1,ANTIOQUIA,2,NO OFICIAL,769505.4943619287,0
19786,Estudiante Real 18786,MASCULINO,MEDICINA,27,269.66166784154643,3.2374316864543715,0,ANTIOQUIA,1,NO OFICIAL,2484407.7848081943,0
19787,Estudiante Real 18787,FEMENINO,MEDICINA,28,320.6858381141315,3.0435627861519423,0,ANTIOQUIA,2,OFICIAL,1423854.4861054546,0
19788,Estudiante Real 18788,MASCULINO,MEDICINA,27,333.54373277639047,3.867043675292417,0,ANTIOQUIA,1,NO OFICIAL,2898566.8778657345,0
19789,Estudiante Real 18789,MASCULINO,MEDICINA,29,300.59268553731994,3.3115740004776217,0,ANTIOQUIA,2,NO OFICIAL,839919.2595869021,0
19790,Estudiante Real 18790,MASCULINO,MEDICINA,25,278.64432096550786,3.5157683192810354,0,ANTIOQUIA,1,OFICIAL,3516727.400233605,0
19791,Estudiante Real 18791,MASCULINO,MEDICINA,19,357.4964404196605,3.249083866051125,0,ANTIOQUIA,2,NO OFICIAL,2830265.660206093,0
19792,Estudiante Real 18792,FEMENINO,MEDICINA,29,308.98265186227326,2.3162248203544578,1,ANTIOQUIA,4,NO OFICIAL,3485412.4316958403,0
19793,Estudiante Real 18793,FEMENINO,MEDICINA,27,298.53575503375345,3.6990134789698326,0,ANTIOQUIA,3,NO OFICIAL,2408908.431142255,0
19794,Estudiante Real 18794,MASCULINO,MEDICINA,28,207.28882646778976,2.8939970989931263,0,ANTIOQUIA,4,NO OFICIAL,1786111.9786895402,0
19795,Estudiante Real 18795,MASCULINO,MEDICINA,23,297.46263073334654,3.9071421869375653,1,ANTIOQUIA,1,NO OFICIAL,1720873.5845809144,0
19796,Estudiante Real 18796,FEMENINO,MEDICINA VETERINARIA,17,299.2327788581433,3.71530745508422,0,ANTIOQUIA,1,NO OFICIAL,3272821.6808901187,0
19797,Estudiante Real 18797,MASCULINO,MEDICINA VETERINARIA,25,339.6785739844266,2.773912822355017,1,ANTIOQUIA,2,NO OFICIAL,2315805.7078898624,1
19798,Estudiante Real 18798,FEMENINO,MEDICINA VETERINARIA,18,346.0380238343125,4.478750033604265,0,ANTIOQUIA,2,NO OFICIAL,1798339.6807258313,0
19799,Estudiante Real 18799,MASCULINO,MEDICINA VETERINARIA,29,304.5053717159829,4.084420809325276,0,ANTIOQUIA,2,OFICIAL,1747365.9444737653,0
19800,Estudiante Real 18800,MASCULINO,MEDICINA VETERINARIA,25,301.2896502544186,2.9186066980992464,0,ANTIOQUIA,2,NO OFICIAL,3442386.4787218813,0
19801,Estudiante Real 18801,MASCULINO,MEDICINA VETERINARIA,19,380.87443598698525,3.880587887318152,2,ANTIOQUIA,2,NO OFICIAL,2782248.6949374364,0
19802,Estudiante Real 18802,FEMENINO,MEDICINA VETERINARIA,23,246.69044024001994,3.3575110757727797,1,ANTIOQUIA,2,OFICIAL,188523.1916580854,0
19803,Estudiante Real 18803,MASCULINO,MEDICINA VETERINARIA,28,224.09544934786345,3.4826462844987023,1,ANTIOQUIA,2,OFICIAL,1760629.0824861925,0
19804,Estudiante Real 18804,MASCULINO,MEDICINA VETERINARIA,22,276.22369546549345,4.082442935531818,1,ANTIOQUIA,2,NO OFICIAL,2660100.4792425437,0
19805,Estudiante Real 18805,MASCULINO,MEDICINA VETERINARIA,28,382.01426877046185,4.0775291773244575,0,ANTIOQUIA,1,NO OFICIAL,1925771.0804238631,0
19806,Estudiante Real 18806,MASCULINO,MEDICINA VETERINARIA,25,302.11880810303455,3.8991574865866836,2,ANTIOQUIA,2,OFICIAL,-70341.00124708065,1
19807,Estudiante Real 18807,FEMENINO,MEDICINA VETERINARIA,27,307.37678530907965,4.148473422502738,0,ANTIOQUIA,2,OFICIAL,-141848.8794563988,0
19808,Estudiante Real 18808,FEMENINO,MEDICINA VETERINARIA,17,288.1531313355319,2.717321135473232,1,ANTIOQUIA,2,NO OFICIAL,3277255.090454554,1
19809,Estudiante Real 18809,MASCULINO,MEDICINA VETERINARIA,21,315.8512927457268,4.2069085763905205,0,ANTIOQUIA,2,NO OFICIAL,2334066.8744866624,0
19810,Estudiante Real 18810,MASCULINO,MEDICINA VETERINARIA,28,304.8962280486147,3.9275680311180845,0,ANTIOQUIA,4,NO OFICIAL,1548237.5757107388,0
19811,Estudiante Real 18811,FEMENINO,MEDICINA VETERINARIA,20,296.47101898310973,3.3797942166989294,0,ANTIOQUIA,2,OFICIAL,3496487.212164334,0
19812,Estudiante Real 18812,FEMENINO,MEDICINA VETERINARIA,20,197.14014164843786,3.7607802439975506,0,ANTIOQUIA,2,NO OFICIAL,2924736.8921653167,0
19813,Estudiante Real 18813,FEMENINO,MEDICINA VETERINARIA,24,341.7026699631565,3.6454821985015546,0,ANTIOQUIA,1,NO OFICIAL,2313662.7968465304,0
19814,Estudiante Real 18814,MASCULINO,MEDICINA VETERINARIA,25,337.5733013686527,3.517580636649028,0,ANTIOQUIA,1,OFICIAL,3081353.182432712,0
19815,Estudiante Real 18815,FEMENINO,MEDICINA VETERINARIA,25,297.22289380904857,4.4201193914673125,0,ANTIOQUIA,3,NO OFICIAL,3044783.801641846,0
19816,Estudiante Real 18816,MASCULINO,MEDICINA VETERINARIA,22,332.0198356473151,3.4461224940616217,0,ANTIOQUIA,3,OFICIAL,3056928.093563257,0
19817,Estudiante Real 18817,FEMENINO,MEDICINA VETERINARIA,20,327.81504639399884,3.891146319605491,0,ANTIOQUIA,1,OFICIAL,2643444.4486588626,0
19818,Estudiante Real 18818,FEMENINO,MEDICINA VETERINARIA,21,326.3442125491435,3.4313960754934043,0,ANTIOQUIA,1,NO OFICIAL,-164326.66936960327,0
19819,Estudiante Real 18819,MASCULINO,MEDICINA VETERINARIA,19,314.25779940492197,4.261202098417376,1,ANTIOQUIA,3,OFICIAL,3148295.881801629,0
19820,Estudiante Real 18820,MASCULINO,MEDICINA VETERINARIA,28,288.4135733765012,3.9855794705026266,0,ANTIOQUIA,4,OFICIAL,2454225.091027653,0
19821,Estudiante Real 18821,FEMENINO,MEDICINA VETERINARIA,28,308.10579077732103,4.079133905663243,1,ANTIOQUIA,1,NO OFICIAL,3584537.307655745,0
19822,Estudiante Real 18822,FEMENINO,MEDICINA VETERINARIA,20,284.227763817419,4.220049743297256,0,ANTIOQUIA,3,OFICIAL,1986473.3861845068,0
19823,Estudiante Real 18823,FEMENINO,MEDICINA VETERINARIA,28,368.01182806432473,3.5140522506470377,0,ANTIOQUIA,4,OFICIAL,1870176.9239835453,0
19824,Estudiante Real 18824,MASCULINO,MEDICINA VETERINARIA,18,262.9448043977844,3.5499901245421905,0,ANTIOQUIA,3,NO OFICIAL,1518923.3951272708,0
19825,Estudiante Real 18825,MASCULINO,MEDICINA VETERINARIA,22,334.88771308791274,4.26245901474868,0,ANTIOQUIA,3,NO OFICIAL,2733091.2525092815,0
19826,Estudiante Real 18826,FEMENINO,MEDICINA VETERINARIA,25,317.1093405515387,3.904056571271998,1,ANTIOQUIA,3,OFICIAL,2213607.6421088786,0
19827,Estudiante Real 18827,FEMENINO,MEDICINA VETERINARIA,27,288.87610856673257,3.685303363075945,0,ANTIOQUIA,2,OFICIAL,2593967.100243853,0
19828,Estudiante Real 18828,MASCULINO,MEDICINA VETERINARIA,19,298.94743961668473,3.948618261985084,0,ANTIOQUIA,2,NO OFICIAL,1277790.1735551604,0
19829,Estudiante Real 18829,FEMENINO,MEDICINA VETERINARIA,19,252.5367397423919,4.298972380642365,0,ANTIOQUIA,3,OFICIAL,1603976.9036028234,0
19830,Estudiante Real 18830,FEMENINO,MEDICINA VETERINARIA,24,225.41235544092217,3.2862195701716708,0,ANTIOQUIA,4,OFICIAL,3035403.226954764,0
19831,Estudiante Real 18831,FEMENINO,MEDICINA VETERINARIA,25,253.59727620265474,4.145757341764664,0,ANTIOQUIA,3,NO OFICIAL,1165668.3070412148,0
19832,Estudiante Real 18832,MASCULINO,MEDICINA VETERINARIA,20,253.9457442501417,4.471826756388829,0,ANTIOQUIA,2,NO OFICIAL,4747611.232900531,0
19833,Estudiante Real 18833,FEMENINO,MEDICINA VETERINARIA,19,265.2605661860654,4.260679354485505,0,ANTIOQUIA,2,OFICIAL,1204187.362667796,0
19834,Estudiante Real 18834,MASCULINO,MEDICINA VETERINARIA,28,335.9829401472985,3.767425350552323,0,ANTIOQUIA,2,NO OFICIAL,1341923.2996348382,0
19835,Estudiante Real 18835,FEMENINO,MEDICINA VETERINARIA,22,330.1474030251715,3.7032444629077705,1,ANTIOQUIA,1,OFICIAL,1564630.5169768177,0
